"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.96576627172211e-31,0.880952728456918,0.999,0.988,7.4526740642105e-27,"2","Rpl21"
3.30930409967218e-31,1.92417997098497,0.653,0.12,8.31595027206621e-27,"2","Ifitm1"
3.78261357848202e-31,2.0373232501737,0.62,0.18,9.50532966136748e-27,"2","Lmna"
4.176574163559e-31,1.77460925360049,0.917,0.692,1.04953132156074e-26,"2","Neat1"
4.24125478767483e-31,1.04910756411963,0.999,0.952,1.06578491559481e-26,"2","Rps21"
6.3031090789117e-31,1.78287310856336,0.716,0.202,1.58390828043972e-26,"2","Lgals3"
8.65350650724018e-31,0.959429110340944,0.994,0.861,2.17453965020439e-26,"2","Rpl22"
1.02171707158613e-30,1.95009529334308,0.582,0.133,2.56747282918878e-26,"2","Anxa3"
1.35469584223009e-30,1.5466485700228,0.724,0.249,3.40421518193999e-26,"2","Klf4"
1.43714259235664e-30,1.2499984277777,0.697,0.223,3.61139562033301e-26,"2","Anxa1"
1.64056941168542e-30,0.821964812077571,0.999,0.983,4.12258687462429e-26,"2","Rps23"
1.9300659493871e-30,3.43417626205639,0.462,0.048,4.85006272421484e-26,"2","Isl1"
2.3177235633175e-30,0.77113895505696,0.996,0.979,5.82420754226055e-26,"2","Rpl15"
3.94645838297317e-30,1.93824809299047,0.618,0.15,9.91705527057329e-26,"2","Csrp1"
4.29943863760803e-30,1.69935635683886,0.689,0.304,1.08040593524452e-25,"2","Hras"
4.47635347825302e-30,1.90652206290491,0.626,0.221,1.1248628655502e-25,"2","Adss"
6.65619964180449e-30,4.73863776970856,0.393,0.017,1.67263640798905e-25,"2","Tns4"
1.00063196569598e-29,3.27362213437752,0.417,0.045,2.51448806659743e-25,"2","Six3os1"
1.02357673953828e-29,1.43552484862138,0.788,0.363,2.57214598878573e-25,"2","Pgrmc1"
1.14307631776952e-29,0.983434228777194,0.999,0.955,2.87243647892304e-25,"2","Rpl37"
1.53687335448147e-29,1.64678666108823,0.609,0.243,3.86200905247648e-25,"2","Cltb"
1.6730019647426e-29,1.34697745950459,0.916,0.58,4.20408663720167e-25,"2","Ier2"
2.86131815044063e-29,1.99172339244805,0.752,0.199,7.19020638024225e-25,"2","Ccnd2"
4.25496454239026e-29,0.755132476928489,0.993,0.94,1.06923003985725e-24,"2","Rpl7a"
4.62916508916712e-29,1.15390985073414,0.878,0.552,1.16326289525681e-24,"2","Eef1g"
4.78147286072017e-29,3.02970332621325,0.441,0.062,1.20153631517037e-24,"2","Rab27b"
4.87787481292096e-29,1.56167115215714,0.778,0.348,1.22576116173891e-24,"2","Lmo4"
1.02831196006932e-28,3.40735050584584,0.439,0.036,2.58404512445819e-24,"2","Fgfbp1"
1.1275093021758e-28,2.4270909662653,0.54,0.14,2.83331812543756e-24,"2","Pir"
1.13636903634264e-28,0.862380403589786,0.999,0.987,2.85558175142543e-24,"2","Rpl37a"
1.281188349711e-28,1.34272024300278,0.793,0.353,3.21949820398877e-24,"2","Mif"
2.16767969682556e-28,3.11630948559193,0.454,0.052,5.44716231015294e-24,"2","Crlf1"
6.64240861715313e-28,4.00944556729805,0.368,0.022,1.66917086140441e-23,"2","Fgfr3"
1.41088957453561e-27,1.10054064913711,0.925,0.392,3.54542441185053e-23,"2","Ifitm3"
3.10280672538253e-27,1.27037841970531,0.45,0.14,7.79704302021376e-23,"2","Gas6"
3.60297217830881e-27,0.865898591785995,0.991,0.931,9.05390878687221e-23,"2","Rpl29"
3.63767974294118e-27,1.12267706713178,0.999,0.92,9.1411254260369e-23,"2","Rps28"
5.06314363872444e-27,4.3543464319688,0.407,0.019,1.27231736497507e-22,"2","Fermt1"
5.24028532628307e-27,1.75830304635106,0.569,0.159,1.31683129964167e-22,"2","Plec"
5.63853209750479e-27,1.28377112886355,0.818,0.366,1.41690673078198e-22,"2","Nedd4"
8.47417130145863e-27,3.84239052730188,0.433,0.034,2.12947450634354e-22,"2","Fgfr2"
1.22530346463859e-26,0.774955408928322,0.999,0.993,3.07906507629031e-22,"2","Rps27a"
1.67397575601767e-26,2.00566346076451,0.752,0.332,4.2065336772968e-22,"2","Glul"
1.92962699244889e-26,1.85666967577409,0.559,0.186,4.84895966932483e-22,"2","Fdx1"
1.94943127067841e-26,2.43376022308319,0.622,0.135,4.89872584008778e-22,"2","Ptprf"
2.38756010233643e-26,3.23802374446718,0.363,0.031,5.99969978116121e-22,"2","Dkk3"
3.87460992556293e-26,0.88035330477244,0.999,0.971,9.73650728194708e-22,"2","Rplp2"
4.29811923352963e-26,1.15706334090653,0.942,0.587,1.08007438219366e-21,"2","Btg2"
4.73466105786015e-26,3.30452955684162,0.382,0.038,1.18977297722968e-21,"2","Ptges"
4.96775545574989e-26,1.02011678559165,0.971,0.606,1.24834726847539e-21,"2","Junb"
6.45556165943271e-26,1.56655883401909,0.456,0.106,1.62221808939885e-21,"2","Krt23"
6.72552075210295e-26,0.755559054602556,0.998,0.978,1.69005610979595e-21,"2","Rps25"
8.01247838326084e-26,2.41919750378767,0.436,0.06,2.01345569292962e-21,"2","Elf3"
1.25424114418718e-25,2.82859006769338,0.367,0.049,3.15178257122796e-21,"2","Lbp"
1.3408584758412e-25,1.55268485946031,0.58,0.16,3.36944326394135e-21,"2","Ccnd1"
1.41426441879013e-25,1.96842884048983,0.618,0.188,3.55390505797772e-21,"2","Klf9"
4.4442793778012e-25,2.13879461924788,0.446,0.096,1.11680296484766e-20,"2","Six1"
4.99912360215016e-25,2.33763251499553,0.368,0.071,1.25622976998431e-20,"2","Arhgef5"
6.17001016228641e-25,3.29175869300776,0.374,0.044,1.55046185368095e-20,"2","Nfe2l3"
7.47944914767823e-25,2.53680362274399,0.449,0.082,1.87951077632006e-20,"2","Pde7a"
8.38426323865501e-25,4.19816574102908,0.334,0.017,2.10688150924162e-20,"2","Fat2"
8.83980410020714e-25,3.19567589968883,0.451,0.068,2.22135437234105e-20,"2","Gm20186"
9.46563305789606e-25,1.34612226114227,0.784,0.44,2.3786189311187e-20,"2","Cstb"
1.24006346367546e-24,0.889282828706348,0.997,0.962,3.11615547787006e-20,"2","Rps27"
1.70027931538493e-24,3.90904427846664,0.302,0.021,4.27263189163079e-20,"2","Oit1"
1.9730312728661e-24,0.733747586926964,0.999,0.987,4.95803028558523e-20,"2","Rps9"
2.46080023119054e-24,2.33748367454934,0.444,0.098,6.18374490095871e-20,"2","Fat1"
6.20042639795374e-24,1.74791635360882,0.66,0.236,1.5581051495418e-19,"2","Chd3"
6.8056815509502e-24,3.68484566240765,0.355,0.028,1.71019971693828e-19,"2","Cldn4"
7.05521395970087e-24,4.87547344604837,0.409,0.015,1.77290471593323e-19,"2","Dlk2"
8.22706856796559e-24,4.47996666198945,0.31,0.014,2.06738006044407e-19,"2","Plek2"
9.24295293107579e-24,5.17717447456181,0.267,0.01,2.32266164205004e-19,"2","Fam110c"
1.04290584254938e-23,7.03509098704898,0.328,0.003,2.62071809174234e-19,"2","Acaa1b"
1.1910770254038e-23,3.57726347099686,0.369,0.032,2.99305745713721e-19,"2","Mpzl2"
1.19748088291839e-23,0.801144440185808,0.998,0.961,3.00914971068563e-19,"2","Rps15a"
1.31838694594658e-23,3.1423647054889,0.442,0.051,3.31297455646917e-19,"2","Eya2"
1.33109798528207e-23,1.52322455219499,0.642,0.254,3.34491612721532e-19,"2","Sypl"
1.37448670265313e-23,1.58504202200938,0.6,0.217,3.45394763509704e-19,"2","Cast"
2.50419802025102e-23,0.944547836764976,0.979,0.814,6.29279920508879e-19,"2","Rpl35"
2.61094557991999e-23,1.82536217876008,0.521,0.164,6.56104514778095e-19,"2","Sgk1"
3.27042768320181e-23,2.18107172900042,0.597,0.147,8.21825772511782e-19,"2","Pdgfa"
3.76224364131753e-23,3.3061910605638,0.449,0.045,9.45414204626683e-19,"2","Pdpn"
4.39233055622296e-23,0.911793412377755,0.973,0.762,1.10374874547327e-18,"2","Cd9"
6.45816532612227e-23,1.24121016085622,0.79,0.372,1.62287236480127e-18,"2","Sat1"
7.99014178546314e-23,1.46462374132766,0.419,0.101,2.00784272926903e-18,"2","Kitl"
8.40402076865045e-23,2.88008813930565,0.377,0.051,2.11184637895417e-18,"2","Sh3d19"
8.53873650041801e-23,0.781970780297908,0.881,0.465,2.14569909519004e-18,"2","Nme2"
8.93577837013355e-23,3.51567004858637,0.347,0.024,2.24547174663086e-18,"2","Gpc3"
1.11974823417989e-22,1.60706508973702,0.701,0.292,2.81381533767063e-18,"2","Pbx1"
1.1848558011831e-22,4.34774235165573,0.37,0.017,2.977424142793e-18,"2","Mir205hg"
1.20944160780591e-22,2.3446678529305,0.385,0.061,3.03920581625546e-18,"2","Aldh1a1"
1.47984007995899e-22,1.62253536209031,0.582,0.152,3.71869013692895e-18,"2","Capg"
1.57160873838825e-22,3.03036871554326,0.34,0.046,3.94929559869582e-18,"2","Nectin1"
1.63998552230463e-22,2.11805293288016,0.463,0.121,4.12111961899931e-18,"2","Entpd5"
1.8367760055826e-22,1.79441785794935,0.47,0.09,4.61563442442851e-18,"2","Ehf"
1.8973299623275e-22,0.590108062342817,0.998,0.977,4.76780046233277e-18,"2","Rps11"
2.25269815858659e-22,4.60001430966602,0.295,0.008,5.66080520271225e-18,"2","Ifi202b"
2.54027630002421e-22,1.26769750229075,0.777,0.35,6.38346031433084e-18,"2","Vamp8"
3.86747299077853e-22,0.779960134736682,0.597,0.205,9.71857287852736e-18,"2","Mgst1"
5.00042711129821e-22,0.587420280218804,0.996,0.968,1.25655732879813e-17,"2","Rpl27"
5.36307322455199e-22,2.62044598384569,0.349,0.064,1.34768667059767e-17,"2","Meis1"
7.23390648316249e-22,0.71095258588001,1,0.992,1.8178083601539e-17,"2","Rps24"
7.87377998169952e-22,2.78601250520683,0.293,0.037,1.97860217160127e-17,"2","Pax3"
8.02558735134678e-22,0.745635723374688,0.965,0.832,2.01674984551993e-17,"2","Npm1"
8.55415942382318e-22,1.76384872791955,0.524,0.146,2.14957472161253e-17,"2","Alcam"
9.02637468268694e-22,1.92857675972346,0.376,0.054,2.2682376940124e-17,"2","Krt7"
9.27244189362783e-22,1.69497804895759,0.534,0.167,2.33007192344974e-17,"2","Bhlhe40"
9.35135957903815e-22,2.66783184426369,0.332,0.049,2.3499031486165e-17,"2","Fgf1"
1.20543950439428e-21,1.32480898004791,0.669,0.339,3.02914893059238e-17,"2","Ybx3"
1.3788308140579e-21,2.80469455578978,0.372,0.053,3.46486395264611e-17,"2","Rassf9"
1.9105499941312e-21,1.0211639844617,0.453,0.087,4.80102108025229e-17,"2","Prss23"
2.04115305883156e-21,0.791385104236644,0.999,0.95,5.12921352153782e-17,"2","Rpl35a"
2.3606635406844e-21,3.12660140302619,0.382,0.048,5.93211141138584e-17,"2","Cbr3"
3.04705132456553e-21,2.8321709281884,0.34,0.042,7.65693527350073e-17,"2","Fmo6"
3.36134419733237e-21,0.86696390606229,0.883,0.605,8.44672183347652e-17,"2","Tsc22d1"
3.9944912837911e-21,1.55529333179257,0.717,0.383,1.00377571470387e-16,"2","Klf6"
4.96735180005131e-21,2.50651654802646,0.511,0.105,1.24824583383489e-16,"2","Nxn"
6.02846237896751e-21,1.16542525969497,0.864,0.398,1.51489231121074e-16,"2","Zfp36l1"
6.43295942248867e-21,0.720583329686769,0.972,0.857,1.61653837327718e-16,"2","Eef2"
6.93609153733826e-21,1.76679551876073,0.525,0.163,1.74297044241773e-16,"2","Sertad1"
7.96563924078895e-21,1.6735407562575,0.626,0.253,2.00168548481786e-16,"2","Klf3"
8.12114064157775e-21,1.18471496096153,0.883,0.513,2.04076143182207e-16,"2","Dusp1"
1.07586486622302e-20,1.83571354087417,0.445,0.109,2.70354082233184e-16,"2","Itga6"
1.13265277264892e-20,2.77603084650769,0.298,0.038,2.84624315238946e-16,"2","Ptpn14"
1.169712665743e-20,2.49051884751669,0.346,0.05,2.9393709577456e-16,"2","Hspa1b"
1.18773432542904e-20,0.644425066002943,0.995,0.99,2.98465758637064e-16,"2","Rps13"
1.44544825862586e-20,1.34571582637428,0.678,0.334,3.63226692910093e-16,"2","Mt2"
1.93640318897322e-20,2.95540027351831,0.381,0.057,4.86598757357079e-16,"2","Cobl"
1.97298308238773e-20,2.19822861131414,0.409,0.07,4.95790918773213e-16,"2","Selenbp1"
2.18169114256397e-20,2.80834501266458,0.262,0.023,5.48237167214899e-16,"2","Cyp4a12b"
2.32524090968047e-20,0.868632010310022,0.996,0.937,5.84309788193605e-16,"2","Rpl39"
2.40952428337826e-20,1.58600723639846,0.496,0.135,6.05489357170123e-16,"2","Crim1"
2.63252705493801e-20,3.89992521474073,0.295,0.017,6.61527723635371e-16,"2","Ces2g"
2.80055748124317e-20,2.76310808755268,0.407,0.056,7.03752089461597e-16,"2","Apoc1"
3.3134391014322e-20,0.599655571974201,0.997,0.981,8.32634111798898e-16,"2","Rpl34"
5.13809784943025e-20,0.85240611587343,0.974,0.884,1.29115260858333e-15,"2","Ubc"
7.06265550060472e-20,1.93003937565764,0.403,0.09,1.77477470074696e-15,"2","Cryl1"
1.006486029285e-19,2.7087717267524,0.419,0.063,2.52919874299028e-15,"2","Vegfa"
1.0382680238327e-19,1.24446516718403,0.617,0.269,2.6090637170892e-15,"2","Nenf"
1.0616025932471e-19,0.61993257659207,0.662,0.275,2.66770115657063e-15,"2","Ier3"
1.21534670063222e-19,2.20853721053614,0.356,0.076,3.05404472401869e-15,"2","Nr1d1"
1.7929263928089e-19,2.69075810972116,0.307,0.036,4.50544473248949e-15,"2","2200002D01Rik"
2.11789357769231e-19,1.0394058020231,0.773,0.436,5.32205477138301e-15,"2","Emb"
2.15649583277201e-19,4.98971906618598,0.286,0.01,5.41905837817279e-15,"2","Lgr6"
2.30644131009367e-19,3.39912395818437,0.332,0.03,5.79585636813439e-15,"2","Eppk1"
2.46996537315271e-19,2.41269104052942,0.397,0.069,6.20677598619545e-15,"2","Gpx8"
3.43354006630135e-19,4.36828633675153,0.259,0.012,8.62814283260867e-15,"2","Pkp1"
3.5016550294188e-19,2.49288462780937,0.366,0.068,8.7993089234265e-15,"2","Ddr1"
4.16465202515448e-19,1.45594397434869,0.678,0.256,1.04653540740107e-14,"2","Socs3"
4.34622687327907e-19,1.00236393944306,0.923,0.671,1.0921633509863e-14,"2","Eif3f"
4.6494667687149e-19,0.794388336285054,0.835,0.552,1.16836450431037e-14,"2","Hmgn1"
7.97901957438264e-19,1.75240369841975,0.375,0.071,2.00504782884661e-14,"2","Cavin1"
8.27192297321286e-19,2.84700144994066,0.382,0.05,2.07865152393866e-14,"2","Gnai1"
8.53807950960776e-19,1.7717927814586,0.384,0.121,2.14553399996933e-14,"2","Csad"
8.75431021968527e-19,3.18928421251773,0.323,0.037,2.19987061510471e-14,"2","Six2"
9.60030004910321e-19,2.49070280254784,0.435,0.076,2.41245939933915e-14,"2","Ptprz1"
9.91384174166033e-19,1.38688776676561,0.601,0.292,2.49124929126183e-14,"2","Esd"
1.01435037654364e-18,1.51429331525153,0.666,0.279,2.54896106121651e-14,"2","Ece1"
1.33658766347075e-18,1.87648123654579,0.398,0.1,3.35871113953564e-14,"2","Parva"
1.61529698234366e-18,2.00894797382604,0.385,0.082,4.05907978693138e-14,"2","Gm16136"
2.18954266871738e-18,1.23840197920274,0.404,0.138,5.5021017722199e-14,"2","Cldn7"
3.10975796461538e-18,1.70039606693728,0.511,0.139,7.81451078928198e-14,"2","Luzp1"
3.83982464770402e-18,0.823159691587165,0.831,0.494,9.64909535721542e-14,"2","Spint2"
4.18049780944728e-18,1.07090474822377,0.767,0.497,1.05051729453601e-13,"2","Slc38a2"
4.45501887799839e-18,0.729107111367899,0.987,0.939,1.11950169385222e-13,"2","Naca"
6.7901767501175e-18,2.01232890027814,0.381,0.091,1.70630351553703e-13,"2","Slc23a2"
7.56110560334446e-18,0.719210801329902,0.662,0.344,1.90003022706443e-13,"2","Tpm1"
1.03247019271743e-17,1.85979334428117,0.393,0.094,2.59449434727963e-13,"2","Slc15a2"
1.15130629752463e-17,2.91627946552442,0.332,0.02,2.89311759504964e-13,"2","Upk1b"
1.16620782031593e-17,0.882375493017093,0.943,0.713,2.9305636316719e-13,"2","Pabpc1"
1.16677689089266e-17,1.83694853911202,0.379,0.104,2.93199364912417e-13,"2","Tmbim1"
1.47995381404977e-17,0.616452556868961,0.965,0.816,3.71897593932568e-13,"2","Prdx1"
1.57652327205918e-17,1.56038809658404,0.321,0.047,3.9616453303575e-13,"2","Sftpd"
1.64374201263767e-17,3.27382630048994,0.33,0.032,4.13055930355721e-13,"2","Egfr"
1.80395592040246e-17,1.44387917606296,0.617,0.297,4.53316083237933e-13,"2","Kif21a"
1.93495579871772e-17,0.734949479630651,0.961,0.89,4.86235042659777e-13,"2","Gpx4"
2.25580235642617e-17,2.03747663794652,0.334,0.093,5.66860574146331e-13,"2","Plekha6"
2.43719840255763e-17,3.57287218927147,0.252,0.022,6.12443586578706e-13,"2","Ephb2"
3.00140629009444e-17,3.70864248546812,0.3,0.021,7.54223386637832e-13,"2","Lgi2"
3.2565877774156e-17,2.02810159736534,0.434,0.107,8.18347942586767e-13,"2","Myof"
3.73088405450586e-17,2.91510517894174,0.404,0.056,9.37533854056779e-13,"2","Mgat3"
3.816806130522e-17,1.80134156828824,0.335,0.057,9.59125212538873e-13,"2","Pcolce"
4.42741088422616e-17,2.06705337179251,0.274,0.048,1.11256408109719e-12,"2","Il33"
5.40637420785273e-17,2.0174579216607,0.279,0.074,1.35856777469131e-12,"2","Kctd1"
6.04673372233755e-17,1.46537829815363,0.499,0.22,1.5194837170862e-12,"2","Rab25"
7.56424176208344e-17,0.760912964399487,0.67,0.324,1.90081831239395e-12,"2","Pebp1"
8.16212059025702e-17,1.22136438901113,0.536,0.211,2.05105928312569e-12,"2","Pik3r1"
1.0699545618107e-16,1.43257659808644,0.377,0.122,2.68868881837412e-12,"2","Dcxr"
1.13807561106483e-16,3.52349191366645,0.281,0.022,2.85987020304482e-12,"2","Fjx1"
1.17894785570787e-16,2.09638053407815,0.4,0.081,2.9625780666083e-12,"2","Cdh1"
1.21593739117518e-16,1.06238529999044,0.588,0.296,3.05552907028411e-12,"2","Zfhx3"
1.64318432365058e-16,2.01337244470952,0.349,0.073,4.12915788690154e-12,"2","Gramd3"
1.78023308397717e-16,2.11968644574579,0.311,0.068,4.47354771672622e-12,"2","Cdc42ep5"
2.30153150808773e-16,0.68730306605679,0.94,0.793,5.78351852667366e-12,"2","Dstn"
2.34658019736538e-16,3.0694524975567,0.313,0.039,5.89672137795947e-12,"2","Grhl2"
2.82392981713147e-16,0.727101831364073,0.998,0.958,7.09625323746967e-12,"2","Rpl38"
3.39737717495397e-16,3.2695116192086,0.262,0.026,8.53726910294184e-12,"2","Gna14"
4.15497798617022e-16,3.64900316894941,0.252,0.022,1.04410441814472e-11,"2","Arc"
5.176182568662e-16,1.17484142793672,0.566,0.242,1.30072291767907e-11,"2","Arid5b"
5.27044616135529e-16,1.56140255487473,0.336,0.087,1.32441041588697e-11,"2","Rbp1"
5.55514818060656e-16,4.31191766887974,0.278,0.015,1.39595318630462e-11,"2","Ptpru"
6.94380000589975e-16,0.81184097380369,0.855,0.615,1.74490750348255e-11,"2","Rps27l"
8.03884924111944e-16,1.81424848320771,0.39,0.105,2.0200824258009e-11,"2","Zfp467"
8.48237473662079e-16,3.44731034808027,0.266,0.019,2.13153594756544e-11,"2","Cyp3a13"
9.36855874150738e-16,1.06026196534995,0.566,0.296,2.35422512615339e-11,"2","Snhg8"
9.9052605384629e-16,1.90880973692147,0.363,0.086,2.48909292071034e-11,"2","Lmo7"
1.05531249399847e-15,1.86397872097487,0.387,0.104,2.65189476616876e-11,"2","Itprid2"
1.11627448219681e-15,0.586056106685228,0.828,0.437,2.80508614631236e-11,"2","Zfp36"
1.30889481449238e-15,3.47652172986161,0.268,0.024,3.28912177933791e-11,"2","Ahnak2"
1.33702253036954e-15,2.24750719630649,0.376,0.066,3.35980391656561e-11,"2","Sfrp1"
1.49277524127485e-15,0.994787603452021,0.671,0.362,3.75119490379957e-11,"2","Capns1"
1.64640137488666e-15,2.3236707005638,0.312,0.056,4.13724201495268e-11,"2","Cpne8"
3.05840896381313e-15,2.01247832468914,0.354,0.074,7.68547588516602e-11,"2","2900026A02Rik"
3.12371538264221e-15,1.31137254142684,0.437,0.154,7.84958438504160e-11,"2","Tuba1c"
3.19227531302245e-15,1.75401327398939,0.355,0.093,8.02186863409411e-11,"2","Cd151"
3.23227243979196e-15,2.78029987142122,0.291,0.043,8.12237741395321e-11,"2","Celsr1"
3.48690624128714e-15,2.2974302515631,0.394,0.08,8.76224669373047e-11,"2","Rgs12"
3.73657207817514e-15,1.15492557268853,0.544,0.195,9.3896319752463e-11,"2","Ets2"
4.3562780668332e-15,2.10971885115619,0.318,0.072,1.09468911541451e-10,"2","Dsg2"
6.05998756676816e-15,1.57027124171841,0.389,0.091,1.52281427565317e-10,"2","Hspa1a"
6.16947222841408e-15,0.548520087343373,0.999,0.996,1.55032667627817e-10,"2","Rpl41"
8.23575131036062e-15,0.979911158313961,0.79,0.483,2.06956194678052e-10,"2","Eef1d"
1.28596588965635e-14,1.08760525910181,0.555,0.263,3.23150368411744e-10,"2","Ifi27"
1.39551111942104e-14,2.2970794440823,0.313,0.057,3.50677989199312e-10,"2","Myh14"
1.48509132617622e-14,1.61376060374214,0.374,0.102,3.73188599354821e-10,"2","Egr2"
2.20127150338159e-14,1.96894926572006,0.296,0.081,5.53157516084761e-10,"2","Rac3"
2.60696500035054e-14,1.79381165729058,0.343,0.083,6.55104234938088e-10,"2","Myo10"
3.16656518744915e-14,1.55033114423061,0.362,0.095,7.95726165954098e-10,"2","Amotl1"
3.24304817836225e-14,2.37358809288941,0.283,0.053,8.1494557674065e-10,"2","Snhg4"
4.1789115681095e-14,1.58833643709301,0.274,0.061,1.05011868795024e-09,"2","Tspan8"
4.47513072392847e-14,2.83986525516098,0.271,0.038,1.12455559961598e-09,"2","Cdcp1"
5.10871223837698e-14,0.674043924328674,0.587,0.29,1.28376829838175e-09,"2","Rdx"
6.1879389098443e-14,1.75474168849931,0.296,0.086,1.55496716865477e-09,"2","Zfp503"
8.79426485886205e-14,2.20526318200445,0.271,0.052,2.20991081638344e-09,"2","Efnb2"
1.04500159185964e-13,1.9034165905413,0.328,0.079,2.62598450018408e-09,"2","Phgdh"
1.04565118946851e-13,3.40770200511576,0.284,0.027,2.62761687401542e-09,"2","1810010H24Rik"
1.22768682124572e-13,2.15566657050948,0.361,0.088,3.08505421310836e-09,"2","Tiam1"
1.35406774455836e-13,1.07030871673399,0.51,0.225,3.40263683530069e-09,"2","Cebpd"
1.38540207161553e-13,1.66189476584132,0.423,0.094,3.48137686576267e-09,"2","Rnase4"
1.40940560586903e-13,0.644384025821071,0.944,0.82,3.54169534698829e-09,"2","Atp5g2"
1.47108242575747e-13,2.4829270787142,0.284,0.052,3.69668302768594e-09,"2","Otx1"
1.54912320340218e-13,1.21608755810309,0.314,0.106,3.89279169782934e-09,"2","Notch1"
2.22520745076498e-13,1.5088159420435,0.381,0.137,5.59172380302732e-09,"2","Zfhx4"
2.48936178792716e-13,1.90224754968769,0.273,0.078,6.25551723688217e-09,"2","Lancl1"
2.49580161727127e-13,0.862598116638772,0.305,0.114,6.27169988404097e-09,"2","Tcim"
2.56352088650221e-13,1.71394661482715,0.383,0.148,6.44187163569141e-09,"2","Chka"
2.98630372305315e-13,1.67829101779966,0.373,0.12,7.50428262566027e-09,"2","Abcd3"
3.24590204345175e-13,1.41798481265881,0.463,0.159,8.15662724498989e-09,"2","Gm26532"
4.28203388910272e-13,1.99504616554718,0.41,0.105,1.07603229599262e-08,"2","Tns3"
4.36924771562326e-13,2.72147742792352,0.28,0.041,1.09794825845897e-08,"2","Prr5l"
5.70778345075887e-13,1.83630335579884,0.339,0.1,1.4343089033412e-08,"2","Arrdc4"
5.78979348204753e-13,1.4809862170131,0.429,0.161,1.45491720410372e-08,"2","Atp13a3"
6.09283816634256e-13,2.52582156968099,0.289,0.056,1.53106930282022e-08,"2","Gstp1"
7.26667659714319e-13,2.72348678437266,0.287,0.036,1.82604316209611e-08,"2","Tmem158"
8.67949587706911e-13,2.4164100304829,0.271,0.063,2.1810705189487e-08,"2","Tnfrsf12a"
1.09290437075264e-12,1.78926031226244,0.303,0.066,2.7463593932643e-08,"2","Cav2"
1.1811543392744e-12,1.24800512895232,0.401,0.16,2.96812273916264e-08,"2","Impdh2"
1.26201663020941e-12,1.12959328786254,0.341,0.075,3.17132159005323e-08,"2","Ppic"
1.43148804402413e-12,1.24938559622312,0.435,0.166,3.59718630582823e-08,"2","Golim4"
1.48638010600856e-12,1.45819419042203,0.421,0.134,3.73512456838892e-08,"2","Sik1"
1.49282131184235e-12,1.0545133103842,0.586,0.257,3.75131067452864e-08,"2","Atp1b3"
1.50215975834558e-12,1.29338603263645,0.405,0.177,3.77477725674662e-08,"2","Rbbp8"
1.55084565331948e-12,0.623403653526307,0.701,0.387,3.89712004222653e-08,"2","Itgb1"
1.8300654683574e-12,1.62649033533207,0.572,0.223,4.59877151543532e-08,"2","Siva1"
1.9134502476849e-12,0.963105853957826,0.382,0.17,4.80830912740737e-08,"2","Alas1"
1.94223708862084e-12,2.52871378375133,0.329,0.061,4.88064757999531e-08,"2","Agrn"
1.97843473903599e-12,2.00480463268533,0.422,0.126,4.97160865572354e-08,"2","Jag2"
2.08495174849491e-12,1.22890883808424,0.466,0.164,5.23927524879285e-08,"2","Rhoc"
2.26257465881176e-12,1.16914759904774,0.564,0.272,5.68562386012808e-08,"2","Serpinb6a"
2.27915869441779e-12,0.770082998409468,0.601,0.3,5.72729788320246e-08,"2","Tuba1b"
2.80239877170875e-12,1.38390237772637,0.53,0.246,7.04214787342691e-08,"2","Mast4"
2.85858854945478e-12,1.85205840536274,0.266,0.069,7.18334716592491e-08,"2","Tspan12"
3.01338010008827e-12,0.562323751030892,0.692,0.44,7.57232285351181e-08,"2","Myl12a"
3.32019392884223e-12,0.579821316666866,0.964,0.829,8.34331532378764e-08,"2","Rpl36al"
3.36641939811157e-12,1.89750364748116,0.302,0.048,8.45947530551455e-08,"2","Hcar2"
3.38802090469034e-12,2.56385474714838,0.271,0.05,8.51375773139635e-08,"2","Sult1e1"
3.79983055926909e-12,0.597279371503481,0.54,0.225,9.5485942123873e-08,"2","Gadd45b"
3.91688162331238e-12,0.807910530054157,0.846,0.59,9.84273183122168e-08,"2","Nsa2"
3.98327978180158e-12,1.03176215041964,0.713,0.322,1.00095837636892e-07,"2","Nr4a1"
4.08976069826995e-12,0.985760671756943,0.491,0.231,1.02771596586826e-07,"2","Acadm"
4.90572414862534e-12,1.55784550845266,0.435,0.171,1.23275942130806e-07,"2","Nudt14"
5.32282707792901e-12,1.36579605528227,0.305,0.08,1.33757321641278e-07,"2","Palld"
7.78955433011655e-12,1.32860187331215,0.36,0.135,1.95743710761499e-07,"2","Npm3"
8.17372313014817e-12,1.31494534458425,0.331,0.116,2.05397488537493e-07,"2","Rbm47"
8.93341764064605e-12,2.03883589862882,0.301,0.08,2.24487851891795e-07,"2","Prkci"
9.24525176467387e-12,2.13231975070335,0.315,0.07,2.3232393159449e-07,"2","Ctdspl"
1.33506438009821e-11,1.84988594420765,0.323,0.096,3.35488328074879e-07,"2","Rap2b"
1.37080044049845e-11,1.56166738132376,0.456,0.177,3.44468442692856e-07,"2","Sap30"
1.39509718655499e-11,1.09755793843308,0.62,0.249,3.50573972009403e-07,"2","Ezr"
1.59694545449824e-11,0.790177974301614,0.591,0.342,4.01296423260864e-07,"2","P4hb"
1.65748785428457e-11,1.97851820270803,0.296,0.069,4.16510122903171e-07,"2","Adrb2"
1.69058907251861e-11,1.42117241230511,0.375,0.138,4.24828128033201e-07,"2","Hadh"
