"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Srpk2",33.3085882359374,1.28664188786936,0.409090366789081,3.14512878405842,0.00166013731976629,0.011620961238364
"Cir1",41.023774515549,1.10785299908394,0.352745640503529,3.14065681294467,0.00168569436518694,0.0117776385966921
"Oard1",17.1648085812439,-1.70435183790013,0.542803882949551,-3.13990354792384,0.00169003467690607,0.0117857681415818
"Dtx3l",24.9255352190373,1.45813817242662,0.464479873327181,3.13929247780237,0.00169356321152149,0.0117882167255999
"Ifit3b",11.8820938278792,2.56033605021769,0.817362115265623,3.13243787838838,0.00173361109746931,0.0120443767258635
"Gm31814",15.2635497320054,2.09022978628444,0.668375757742738,3.12732734853166,0.00176403394837377,0.0122328335485359
"Atp5j",219.341514831431,-0.498415119646467,0.159578447013538,-3.12332353757136,0.00178821058813185,0.0123773531380022
"Tmed9",59.3747071806571,-0.999648171887577,0.320370776178065,-3.12028513902892,0.00180676053098765,0.0124824610241418
"Wipf1",44.7691043082456,1.10267573666896,0.353501733199236,3.11929372082452,0.00181285147091456,0.0125012620020316
"Gnal",81.9843448066352,-0.73977688164931,0.237221808347075,-3.11850283413637,0.00181772393776166,0.012511606324853
"Wdr83os",41.2701885528076,-1.23726430865831,0.397216631173772,-3.11483510899884,0.00184047763589667,0.0126447630169938
"Slfn2",165.382562068838,0.703302124571561,0.226073124427706,3.1109497263416,0.00186486685672886,0.0127650480414466
"Wbp4",32.8065203277512,-1.19908636768065,0.385438230369061,-3.11096895223007,0.0018647454449803,0.0127650480414466
"Rpl31",214.919248931351,-0.502538749937136,0.161863657448406,-3.10470403214087,0.00190469510206465,0.0129197957218729
"Ubxn4",83.4682963310984,-0.737781974729058,0.237635866074805,-3.10467433605672,0.00190488632341361,0.0129197957218729
"Timm17a",20.8173868569698,-1.58270922641524,0.509687329117933,-3.10525519469806,0.00190114921150329,0.0129197957218729
"Gnb1",157.94460459013,-0.558428621637817,0.17975710408156,-3.10657330897168,0.00189269372926132,0.0129197957218729
"Hcfc1r1",42.1738678491358,-1.08348262712629,0.348916944289726,-3.10527374740107,0.00190102995869222,0.0129197957218729
"Trpm2",18.4140678576704,2.01791715292508,0.650140069024298,3.10381908309925,0.00191040110680392,0.0129335549383988
"Arf5",109.152832967209,-0.658160728293691,0.212341940139783,-3.09953242331887,0.00193826361829543,0.0130982841964955
"Timp2",30.1778655439027,1.31869821859701,0.426111897217689,3.09472283502875,0.00196996892015532,0.0132883358068659
"Trim30a",70.9166590391561,0.949035842332168,0.306750114434277,3.09384022262689,0.00197583863458826,0.0133037410786251
"Vps35",42.7483812362984,-1.06343407928602,0.344611859295126,-3.08588938715337,0.00202944303690525,0.0136399160632581
"Rpl4",156.496821007008,-0.588622894229826,0.191086032476854,-3.08040774409363,0.00206717384385753,0.0138433483045333
"Eef2",142.55730553212,-0.56720892120647,0.184112908974016,-3.0807667119448,0.00206468347037642,0.0138433483045333
"Dynlrb1",55.3660415395101,-0.920376049970919,0.299097599402188,-3.0771763190694,0.00208971652952016,0.0139690960802158
"Eif4a2",69.1705483450733,-0.87579296143502,0.285031314084729,-3.07262015841066,0.00212188387936566,0.0141586136554795
"Nfe2l2",227.715657802941,0.505798879066937,0.164908070137004,3.06715662033232,0.00216105593483864,0.0143941068550293
"Ndufs7",66.6034819530445,-0.849942544374046,0.277306913519284,-3.06498865674671,0.00217678252854844,0.0144728730840766
"Scgb1b27",37.6118860937395,8.21575042464661,2.68193363492693,3.06336827938341,0.00218860531901828,0.0145254485394595
"Raf1",24.6970751495111,1.44177825603725,0.471398014505942,3.05851575880806,0.00222436379715734,0.0147364101561674
"Ube2j1",13.1637242740485,2.06526315429296,0.67822837545289,3.04508514984186,0.00232614442145031,0.0153832367265252
"Clta",151.808691034382,-0.568353587745582,0.186731402756803,-3.04369580774691,0.00233691306159311,0.0154269527731502
"Mir22hg",20.6723516276582,1.78995648617318,0.589181736991991,3.0380379665392,0.00238123951409101,0.0156916493734949
"Pkn1",33.5546674709685,1.30406885338124,0.429739592267112,3.03455598889915,0.00240890038549032,0.0158457809045551
"Fpr1",19.027218151705,1.81474984321727,0.598357716818643,3.03288449736382,0.00242228294041206,0.0159056101042987
"Cxcl1",13.6131475662402,-2.39344829656064,0.789981104732545,-3.02975385388612,0.002447531216144,0.0159613604392069
"Cd81",92.6286067561908,-0.697729439334276,0.230296680867006,-3.02969819932927,0.00244798223447674,0.0159613604392069
"Tomm22",58.3474896253965,-0.862045939911265,0.284427771728737,-3.03080790835507,0.00243900362159323,0.0159613604392069
"Ets2",191.916040659443,0.696373130030604,0.229777885533287,3.03063599185972,0.00244039261560801,0.0159613604392069
"Flna",50.0943412208027,1.06877471600602,0.353116888179752,3.02668819244342,0.00247248858676825,0.0160928643103688
"Thbs1",127.82976597731,0.876168078046017,0.290025240509782,3.02100629761038,0.00251936120044098,0.0163692295160001
"Uqcrh",201.970317643394,-0.50179001324456,0.166224135304596,-3.01875544321563,0.00253815327621833,0.0164624976481993
"Gm10076",148.692513708736,-0.566759867492826,0.188649926496961,-3.00429413367387,0.00266197839504017,0.0172354971127383
"Gpcpd1",61.7847143660434,0.879599952882733,0.293057180472582,3.00146186987911,0.00268686686838967,0.0173663346371527
"Prpf4b",116.074559667956,-0.666385778013685,0.22215011481827,-2.99970935670604,0.00270237336071352,0.0174361829012994
"Zfp608",19.9160347809853,1.54344743195032,0.51533121480178,2.99505907582951,0.00274391692721976,0.0176734927083078
"Rbms1",99.7272329995242,0.690805840158209,0.231415068067637,2.98513768323981,0.00283450708993564,0.0182253402143176
"Sp100",49.0507263067788,1.08793583733702,0.364870729076338,2.98170214993979,0.00286650731003395,0.0183042033050361
"Macf1",107.658849233827,-0.644374301043592,0.216073879731212,-2.98219433947856,0.00286190266794854,0.0183042033050361
"Snrpd3",65.0384367784553,-0.820089764297636,0.274995209904629,-2.98219654292179,0.00286188206899354,0.0183042033050361
"Lamp2",111.028587934338,0.68512830291102,0.229744064954702,2.98213711438467,0.00286243768585826,0.0183042033050361
"Id2",96.9637039501196,-0.789580431784261,0.265173420092767,-2.97760021162014,0.00290514655592882,0.018519061378859
"Rabgef1",26.3845073554038,1.48096818066646,0.497765018037395,2.97523555694145,0.00292763644974263,0.0186304137710895
"Tcf25",120.693215557207,-0.672747092776445,0.226474886824751,-2.97051519578426,0.00297300696790866,0.0188867394707896
"Chchd1",38.1950738987981,-1.06427782932845,0.358910550050912,-2.96530104555992,0.00302386863778481,0.019177013070396
"Fmnl1",33.8274546946331,1.32840040808297,0.448155315958405,2.9641518482094,0.00303518473953564,0.019215930688869
"S100a5",97.0906713788758,-0.689658799853837,0.232709769611569,-2.96360054416706,0.00304062710693944,0.0192175921068915
"Mrgpra2b",11.6309754434955,2.16540777316939,0.731877150675718,2.95870389063266,0.00308935796570786,0.0194592836210121
"Trim30d",50.4327811270856,0.964319203212081,0.3258774421192,2.95914684042276,0.00308492066841019,0.0194592836210121
"Oaz1",371.971229080615,-0.418541521694794,0.141626055428729,-2.95525791795718,0.00312407761998638,0.0196113840442462
"Sf3b2",148.230950879562,-0.538699802559654,0.182279146506592,-2.95535618244828,0.00312308265576215,0.0196113840442462
"Mrfap1",65.5260035523307,-0.82995350705407,0.281390270405205,-2.94947478411008,0.00318314547499002,0.019915574284435
"Rtn3",95.9397411231597,-0.701413106482552,0.237810476939828,-2.94946259520781,0.00318327103791644,0.019915574284435
"Sptssa",25.5109647246232,-1.2398312904994,0.420463344762351,-2.94872622297234,0.00319086509250369,0.0199294772612604
"Irak2",20.0528072417006,1.60133484539522,0.544259828781003,2.94222494609199,0.0032586312443807,0.0203185242296679
"Rbpj",43.6841442679738,1.21257349073425,0.412786835645344,2.93752946078946,0.00330838736258025,0.0205941562335113
"Micos10",122.559730045423,-0.687171010317731,0.234572362253919,-2.92946280505921,0.00339548447705348,0.0211009169344529
"Tmem59",193.084212838822,-0.516630929496105,0.176549561904049,-2.9262657121567,0.00343057792770259,0.021283351357486
"St13",56.5876938475674,0.864632042043136,0.296180945924211,2.91926963547609,0.00350852604079627,0.0217306036917432
"Tmed2",92.2747253495288,-0.808747003697763,0.277632390151958,-2.91301387152669,0.00357958699861891,0.0221337796081269
"C5ar1",74.5539700694629,0.817293199853609,0.280885486202767,2.90970249443083,0.0036177294644856,0.0223324065112173
"Mycbp2",118.630688118034,-0.657618039023029,0.226079293834692,-2.90879375934302,0.00362826127438249,0.0223602148304967
"Eef1b2",164.126680014266,-0.517723142667596,0.178037267817269,-2.90794814487363,0.00363808658348278,0.0223835841205988
"Nhp2",23.514259788477,-1.29853181815141,0.446660160685576,-2.90720313214927,0.0036467630301161,0.0223998192743886
"Ebna1bp2",30.3674497868733,-1.14851004891168,0.395974335045279,-2.90046588191213,0.00372608399163217,0.0228492092710006
"Cdkn1a",131.392076315835,-0.701785118493065,0.24217184080471,-2.89788076169844,0.00375693393839301,0.0230003711409869
"Pfn1",928.568185390226,-0.264013716017095,0.0912874359605119,-2.89211448694099,0.00382658477968695,0.0233881870389433
"Ube2s",97.0380350898341,-0.645623335080334,0.223335062309374,-2.89082837421196,0.00384227888520801,0.0234454846449371
"Cox5b",237.779163221648,-0.436398462118261,0.151247758895848,-2.88532184082657,0.00391013703969964,0.0238203750694346
"Pcbp1",93.9961290433744,-0.649681394380116,0.225303842237062,-2.88357885036213,0.0039318419876476,0.0239133340560207
"Atp6v1e1",135.467443455394,0.609520072026675,0.211535167262119,2.88141248528857,0.00395897158810945,0.0239996480259576
"Arf1",143.331962811382,-0.544450748875396,0.188951016418018,-2.88143858231967,0.00395864376343697,0.0239996480259576
"Rilpl2",18.7909014852458,1.5822385563954,0.549317860048029,2.88036976670859,0.00397209015752146,0.0240398931230092
"Rassf3",29.2966125252888,1.23654056654545,0.429378883580862,2.87983553413981,0.00397882668352177,0.0240414446186739
"Chd7",78.697530571693,0.730360347467157,0.253848752621649,2.87714767129752,0.00401287755279152,0.0242077653997667
"Kdm6b",105.758341999008,0.66604882306725,0.232148511667059,2.86906350716768,0.00411689128389796,0.0247949134143855
"Ndufa12",45.9540080388926,-1.02134388572519,0.356255130677033,-2.86688891689564,0.00414528482915651,0.024925456590228
"Srsf5",224.673893257923,-0.452389611450408,0.158100480347819,-2.86140567350053,0.00421766988537628,0.0252379923786226
"Glrx5",20.0975417225176,-1.45644405561258,0.508845654235578,-2.86225114332666,0.00420643447510754,0.0252379923786226
"Uqcc2",41.0255840177524,-1.13599326394979,0.396972022012254,-2.86164566004282,0.00421447795157066,0.0252379923786226
"Atp5l",376.941808970471,-0.368738202009659,0.129192673605253,-2.85417269973322,0.0043149067876537,0.0257782676041791
"Dbi",39.1660372397174,-1.02005251164271,0.358085147380843,-2.84863116804404,0.00439077497795104,0.0261893491450134
"Atxn7l3b",136.439853858343,-0.550754417725085,0.193624782310379,-2.84444176594207,0.00444893174351262,0.0264936384726032
"Apbb1ip",118.566420324866,0.594744988908785,0.209505108088572,2.838809012033,0.00452822509817308,0.026922620375356
"Ncl",226.266227785124,-0.45782159988029,0.161464758833011,-2.83542739102453,0.00457644166264299,0.0271657577094488
"Ckb",85.7980778191481,-0.660173287336831,0.233073904411444,-2.83246332962025,0.00461908639559026,0.0273750966895205
"Ier2",368.915425495605,-0.383179075572786,0.135402141311152,-2.82993364700374,0.00465576586580029,0.0275484710719602
"Brd9",21.3636426886736,1.63978075854422,0.580910955061382,2.82277472004457,0.0047610012891569,0.0281262974247963
"Il1b",5906.37204799383,-0.24381963672468,0.0865000832090617,-2.81872141250308,0.0048215344959182,0.028438621589597
"Adgre5",72.5374279637361,0.784195379738457,0.278414009583457,2.81665201011872,0.00485270729297813,0.028577054058649
"H2afz",230.233418899832,-0.426080499180736,0.151604119470265,-2.81048101245233,0.00494675076698058,0.0290846994381901
"Padi4",14.7443888118529,1.90315571746461,0.677609295235503,2.80863283730954,0.00497523522464328,0.0292058903218775
"Arl5b",14.4247873779311,1.89759830221911,0.675814313530116,2.80786935734907,0.0049870453657613,0.0292289704691539
"Yipf4",23.4155482883518,-1.27408232950188,0.454045324281585,-2.80606860453369,0.00501500137662005,0.0293464591597167
"Cct4",27.8301193987615,-1.25106136504574,0.446550400045244,-2.80161290846224,0.00508478444465961,0.0296701323813551
"Ccl3",301.356669879454,-1.19541135608561,0.426701565137112,-2.80151622059669,0.0050863084082323,0.0296701323813551
"Tpd52l2",21.4776859409819,-1.50787293174537,0.538625224247529,-2.79948443530824,0.00511842840919042,0.0297639018778941
"Rcan1",32.4450673276703,-1.23372064178019,0.440630433445535,-2.79989884523645,0.005111862258922,0.0297639018778941
"Arhgap15",48.0291401002697,0.971240799493029,0.347679427172239,2.79349516706342,0.00521418081541822,0.0302732563774673
"Commd7",25.4298433129456,-1.3913433921064,0.498443102516264,-2.79137856474,0.00524840475871835,0.0303295664405686
"Etnk1",30.1435444528747,1.20760644251135,0.432558183313722,2.79177805228461,0.005241929836768,0.0303295664405686
"Omp",85.5127094076734,-0.649787362853656,0.232728375334748,-2.79204184671948,0.00523765819506099,0.0303295664405686
"Arhgef1",46.0536014925679,1.01666197370003,0.364330992312395,2.79048995323541,0.00526283335353903,0.0303656481207307
"mt-Atp8",79.1889765980662,0.69729549615417,0.250156677939257,2.78743506628869,0.00531271001601924,0.0306058294401108
"Dgkd",21.8080422525289,1.39062009116498,0.499849016551804,2.78208027847717,0.00540116780065379,0.0310190906198538
"Atg12",20.0091438347105,1.48158205942255,0.532493730206632,2.78234648668563,0.0053967389869763,0.0310190906198538
"Znhit1",49.7371353080291,0.906667641693056,0.326013986354016,2.78106976891633,0.00541800918356516,0.0310677188114787
"Tiparp",57.1189171767471,0.850054409049058,0.306681612397282,2.77178146548897,0.00557504506916314,0.0319188537138816
"Ctsb",142.070733779268,-0.577289816973621,0.208353244978657,-2.77072630681972,0.00559314180060167,0.0319731218493563
"Atp6v0e",170.221330634644,-0.517846549617897,0.187152946349616,-2.76696979512425,0.00565799970998533,0.0322941214216086
"Wdr43",13.4270832284033,1.81388624581928,0.656020476480532,2.76498419005235,0.00569255547329198,0.0324414451703737
"Mier1",70.6370827616811,0.734217631378292,0.265639639839016,2.76396110092321,0.00571043464280127,0.0324934241177802
"Fgr",117.266272591159,0.580153254864461,0.210478480176426,2.7563542571106,0.00584496542282416,0.0332079965063976
"Bcl10",55.9644464970308,0.888536570843532,0.322560003346703,2.754639637973,0.00587568112510332,0.033280575533028
"Lyar",14.515463825903,-1.68445899659324,0.611407184899567,-2.7550526689835,0.00586826881084872,0.033280575533028
"Sec62",169.49511995157,-0.477983685302336,0.173942832706842,-2.74793550193537,0.00599718051459436,0.0339169812639406
"Eif2s1",18.1401036079129,-1.4644597433087,0.533559374103708,-2.74469874279456,0.00605664685695713,0.0342011565286316
"St8sia4",22.1647355680732,1.57469374642562,0.574200990748363,2.74240861962516,0.00609904173498566,0.0343882140376851
"Atp2a2",13.1648794029032,-1.78342353282164,0.652099426136046,-2.73489511160768,0.00624001562063817,0.0351296782284789
"Svip",13.8203258969132,2.00190637189273,0.733039617179823,2.73096613740269,0.00631489597490102,0.0354973697983072
"Midn",27.8480539924305,1.16687933968542,0.427448454936655,2.7298714645216,0.00633590235937778,0.0355615699747225
"Eif5a",170.49922410474,-0.490426664898736,0.180050296586499,-2.72383147485196,0.00645294245125778,0.0361637711392241
"Map2k3",30.6560003034307,1.13761598908018,0.418363285854749,2.71920607649866,0.00654388244794198,0.0366181054025109
"Selenon",20.8391996499618,1.42965238457521,0.526767547335545,2.71400998752973,0.0066474162060725,0.0370855851496676
"Mrpl13",11.5239176140803,-2.06135775819793,0.759423470399468,-2.7143719394314,0.00664015675857492,0.0370855851496676
"Mrpl21",20.7990188896563,-1.33267395637242,0.491161544790611,-2.71331086585892,0.00666145826608597,0.0371081233741425
"Ptgs2",433.829558958787,0.831832474626779,0.306695307915698,2.71224388882867,0.00668294021770784,0.0371719763233824
"Coro1a",335.912478527116,0.361902106666978,0.133612040429964,2.70860399633428,0.00675669328628695,0.0375259462456955
"Abtb1",16.8771870872573,1.51937134502186,0.561283910619358,2.70695688273923,0.00679030758748985,0.0376562647975895
"Tmed10",170.012962816724,-0.489244577942466,0.180826286950626,-2.70560539727309,0.00681800087168721,0.0377534078118799
"Rnf144a",13.6656246413387,1.82503918542162,0.675768468729442,2.70068709901929,0.00691964045420937,0.038259114880949
"Galnt11",16.2959817680123,1.81811407620288,0.673778000616533,2.69838741327149,0.00696763018736217,0.0384671249927287
"Mpeg1",65.9044587689014,0.881469980892898,0.327079584119597,2.69497096024981,0.00703947658997561,0.0388060299387957
"Gm16556",13.327482423054,1.8324444566417,0.680103999968738,2.69435918142803,0.0070524120145381,0.0388150326914482
"Hsp90aa1",188.556593729614,-0.480675148219522,0.178430639674496,-2.69390475254921,0.0070620342497918,0.0388150326914482
"Tnrc6a",44.1908806152834,0.96707112558984,0.359147613517235,2.69268425904056,0.00708793577769239,0.0388997658805307
"Psma4",46.2242663717136,-0.838947858681064,0.312861701542642,-2.68152942512434,0.00732864689366562,0.0400431222025029
"Dock2",41.0921319833501,1.01857620240695,0.379726768266909,2.68239241351297,0.00730976595476311,0.0400431222025029
"Ilrun",18.8998979416307,1.53463024049883,0.572231165405597,2.68183617613886,0.00732193061829244,0.0400431222025029
"Gsn",177.376663627168,-0.480294070242675,0.179486429345445,-2.67593528933759,0.00745210320340276,0.0405497652527943
"Atp6v0b",215.00855371679,-0.430979653904555,0.161053300738516,-2.67600634031269,0.00745052356442416,0.0405497652527943
"Rbm6",15.6799071779569,1.58053043252284,0.590666417234503,2.67584272002949,0.00745416169876165,0.0405497652527943
"Eif2s2",124.949469861538,-0.538392480653634,0.201328254498201,-2.67420229711694,0.00749072503469837,0.0406608956370764
"Xylt1",22.3393812623604,1.39346515805478,0.521194536702298,2.67359893461569,0.00750421376666669,0.0406608956370764
"Qpct",18.5192327604156,-1.3476991749279,0.504104227344942,-2.67345342852226,0.00750746994916369,0.0406608956370764
"Rwdd1",48.7594712028299,-0.97351007698317,0.364338664831173,-2.67199221755471,0.00754023971608907,0.0407788474441552
"BC005537",41.7330233357345,0.984739996263654,0.368696688327688,2.67086748386642,0.00756555078514823,0.040856176729112
"Trp53inp1",11.6913725847264,2.05619346569144,0.770192604958245,2.66971333203455,0.00759160304629548,0.0409372780548782
"Apobr",48.5950765406884,0.842880004418747,0.315968611718547,2.66760675952696,0.00763936140299416,0.0411350229391994
"Ndufa8",67.1483848992495,-0.779582704682549,0.292357636974865,-2.66653784983757,0.00766369762907025,0.0412062582664502
"Nt5e",11.7090002885536,1.98262044763237,0.745006814947756,2.66121115653339,0.00778601121232605,0.0418033308216059
"Scgb2b27",23.8382689318593,5.5262614454062,2.07868843015488,2.65853283505044,0.00784817026781181,0.0420761729676038
"Trib1",116.990700176632,0.590749239513707,0.222305246956488,2.65737875107075,0.00787509126918242,0.0421595795218857
"Jpt1",48.1399377815217,-0.870156141166654,0.327532034748977,-2.65670544816646,0.00789083540097602,0.0421829961637191
"Cdc42se1",60.7591054437882,0.916441804766408,0.345193558821147,2.6548635724725,0.00793404892708569,0.0423482721922038
"Psenen",100.379611442694,-0.58267696937235,0.219627315603683,-2.65302595795411,0.00797737357207105,0.0423482721922038
"Glipr1",38.5986006870007,1.09692061262554,0.413315943979209,2.653951846292,0.00795551789237172,0.0423482721922038
"0610012G03Rik",23.6191577850375,-1.51407624806899,0.570528239927586,-2.65381473187227,0.00795875110464156,0.0423482721922038
"Brd4",31.0660305619501,1.17763802713919,0.443895126517646,2.65296453326207,0.00797882540764164,0.0423482721922038
"Etv6",21.283907591035,1.28393342203354,0.484373072501436,2.65071180650681,0.00803223464610397,0.042570843624351
"Pi16",20.1273994424564,1.36320623010967,0.514774130453413,2.64816382460587,0.00809302960179153,0.0428318685059152
"Vdac1",21.7422969944629,-1.33333356891467,0.503773811072092,-2.64669091487145,0.00812836087456413,0.0429575767017563
"Glrx",31.9608040908268,1.05329844402115,0.398290002317392,2.64455155261916,0.00817992452554366,0.0431685917350882
"Stoml3",90.48382921398,-0.600410786219007,0.227567249892514,-2.63838837311871,0.00833011200870137,0.043870895656029
"Pkm",307.38761421831,-0.389066313094976,0.147522947208902,-2.63732741553781,0.00835621340860323,0.043870895656029
"Timm23",33.8989303339899,-1.04596672079226,0.396625969152844,-2.63716146228737,0.00836030275709232,0.043870895656029
"Sugt1",31.385183311609,-1.09215827314151,0.414023878276288,-2.63791131489447,0.00834183943176635,0.043870895656029
"Tab2",36.4674018950495,0.962884406054854,0.36535008359004,2.6355116621112,0.00840105388596868,0.0440224716341014
"Tnfrsf1a",50.5538996214048,0.84194212208772,0.320212520620553,2.62932292733615,0.00855550747396724,0.0447685934110275
"Mt1",170.250418172979,-0.518851649306327,0.197533840241337,-2.62664690096857,0.00862307627340518,0.0448690224043944
"Fos",1344.69488496511,-0.245863197486367,0.0935789291123654,-2.62733501888171,0.00860565611228285,0.0448690224043944
"Itm2b",581.754652864004,-0.280760265582714,0.10685206513346,-2.62756049901366,0.00859995478020593,0.0448690224043944
"Slc38a2",126.047877316503,0.595520355960765,0.226712827555265,2.62676074566445,0.0086201920451384,0.0448690224043944
"Herc4",20.1122402420338,1.35891892825526,0.517586772813544,2.62549006202058,0.00865243346840291,0.0448958435912934
"Emb",152.201656409522,0.492841523731835,0.18770077795843,2.62567651073339,0.00864769591396115,0.0448958435912934
"Csde1",151.277943277157,-0.495597931720287,0.188986956751541,-2.62239225520649,0.00873148714397139,0.0452427615979523
"Slc12a6",33.1200290351839,1.04087670896061,0.397162529088601,2.62078275951457,0.00877281451122746,0.0453935032589315
"Smpdl3a",47.4178622910024,-0.820146156246594,0.313701961473564,-2.61441194818831,0.00893811958477032,0.0461300115847089
"Slfn8",18.3686874124427,1.53332179573281,0.586523342986517,2.61425536437354,0.00894221730117614,0.0461300115847089
"Rela",16.1016493195802,1.58731365532274,0.607267016185684,2.61386443362732,0.00895245507843407,0.0461300115847089
"Rrp1",31.8694865976671,-1.04207648836147,0.3988350165856,-2.6128008951737,0.00898036024647954,0.0462096206857685
"Picalm",203.47027355848,0.469501754669784,0.179916682590517,2.60955097609458,0.00906611372925866,0.0465218284032499
"Tap1",12.6140815971719,1.87934363617079,0.72013268352777,2.60971856875639,0.00906167375652849,0.0465218284032499
"Trmt112",48.7666631899158,-0.849503161557445,0.326033674663565,-2.60556877271665,0.00917218580125912,0.0470011178489936
"Fcgr4",25.3228345161758,1.22302418052688,0.470489502604947,2.59947177090113,0.00933673574448209,0.047699450244672
"Lrp10",35.8538540505091,0.982896581692818,0.378142527265712,2.59927543405389,0.00934207811187362,0.047699450244672
"Fgd4",21.4784184875502,1.37294403686393,0.528239602290329,2.59909334875906,0.0093470351288077,0.047699450244672
"Anxa1",100.995977576634,0.695309563890322,0.267576908812563,2.59854098388357,0.00936208684809086,0.0477106348989246
"Rpl36a",144.941894642722,-0.500468200546936,0.192724086961675,-2.59681189018401,0.00940934383928469,0.04788568675411
"Taf10",93.8049760524552,-0.589745798396033,0.227191980094885,-2.59580376978857,0.00943699436104186,0.0479606151773497
"Lgals3",84.2895187254188,0.712121236555591,0.27494050772741,2.59009209825721,0.0095950257899194,0.0486970529146388
"Psmb2",45.7910711957422,-0.874475540910371,0.337812664300323,-2.58864049020064,0.00963556328988728,0.0488070143469826
"Mrpl4",16.647499527119,-1.42902048712813,0.552091821985717,-2.5883746692504,0.00964300310413429,0.0488070143469826
"Nlrp3",99.9050336106562,0.598715620631258,0.231451582451873,2.5867856002054,0.00968758497917637,0.048965858682213
"6430548M08Rik",16.0931006638042,1.6735921852147,0.648430437006092,2.5809895552435,0.00985175623842308,0.0497279124415641
"Top1",162.448095877966,-0.449480869594957,0.174278418888323,-2.57909655402017,0.00990590944604306,0.0499333207130703
"Ddx3x",110.673188120026,0.558376269697125,0.216679720106165,2.57696599120371,0.00996717566115252,0.0501739778872128
"Ptgs2os2",14.8660156635514,1.64756384172365,0.640253764478953,2.57329817195914,0.0100734380857397,0.0505795993610581
"Atp5e",412.650112427364,-0.332283511604091,0.129130208085983,-2.57324383294446,0.0100750199266366,0.0505795993610581
"Nsa2",97.0808806612932,-0.600485238768755,0.233469063450859,-2.57201202546113,0.0101109379653299,0.0506913241234784
"Birc3",60.1515290682335,0.781280158750837,0.304325886391354,2.56724844545801,0.0102509136795138,0.0513237378555956
"Zc3h14",15.7085441894064,-1.48676775416223,0.579300732039554,-2.56648692455081,0.0102734498490509,0.0513672492452546
"Zfp869",19.7917572726428,1.32803227118824,0.519181134822016,2.55793630029241,0.0105295378140304,0.0525541806354789
"Ptges3",62.0084596382283,-0.727475114634818,0.284434579266287,-2.5576184038923,0.010539167221778,0.0525541806354789
"Sema4a",30.2111487938284,1.04315258862745,0.407987339983828,2.55682587765786,0.0105632077687571,0.0526033568081731
"Mbnl2",91.3299961558859,-0.584390928144929,0.228638748574647,-2.55595751721031,0.0105896046655236,0.0526641197172822
"Lrrc8d",19.9752068572109,1.34191643724146,0.525219376941541,2.55496368975514,0.0106198875605404,0.0526919930492714
"Ccnd2",52.4283645402824,0.900621246971873,0.352515501046192,2.55484154398606,0.01062361477112,0.0526919930492714
"Egr2",18.7921266578205,1.56322726519007,0.613451017798173,2.54825115589648,0.010826449549502,0.0536263388900569
"Pou2f2",49.7526651807848,-0.882075906704973,0.346573407938165,-2.54513441164635,0.0109235681606295,0.0540352505012475
"Zc3h12a",29.2335522875742,1.05882180542604,0.416153042430391,2.54430869769058,0.0109494270214491,0.0540910442737364
"Cyfip2",20.475911753793,1.27751928733201,0.503543738964841,2.53705723748699,0.011178867527578,0.0551510618714286
"Jak1",119.441694069346,0.547289891164397,0.215815913890783,2.53591072733108,0.0112155321164685,0.0552227614360343
"Gsap",16.5906830949674,1.58812257430494,0.626312231598452,2.53567229599171,0.0112231703834959,0.0552227614360343
"Hmgb1",271.775495126953,-0.387805836194122,0.153052382717608,-2.53381116522471,0.0112829515775678,0.0554433779506973
"Atpif1",122.493428539455,-0.544950494958174,0.21531296689276,-2.53096923433132,0.0113747825287057,0.0558206920390185
"Nampt",12.6936910135154,1.6482474553326,0.651712251136789,2.52910307034668,0.0114354439676145,0.0559940038507779
"Gk",14.0002602099308,1.59235232457523,0.629648456811119,2.5289545417768,0.0114402843447142,0.0559940038507779
"Map3k3",17.1374089031766,1.54363732973641,0.610581911572612,2.52814127061285,0.0114668201808899,0.0560499379065898
"Hnrnpf",219.409527597864,-0.404387064582326,0.160043035717993,-2.52673952832839,0.0115126852053746,0.0562000817262366
"Selenot",58.4752097739738,-0.710344911555568,0.281595005156178,-2.52257639002367,0.011649864404199,0.0566034530232585
"Themis2",58.7957390380647,0.901953298208985,0.357598200175162,2.52225346147487,0.0116605655543822,0.0566034530232585
"Cenpx",37.3224596990685,-1.10001099702834,0.436020458291288,-2.52284262380521,0.0116410485489267,0.0566034530232585
"Sf3b6",82.9180309512425,-0.611130018707638,0.242164238508308,-2.52361794818301,0.0116154087769822,0.0566034530232585
"Clic1",284.051903525085,-0.402319843896501,0.159529141056541,-2.52192070509493,0.0116716014994051,0.0566034530232585
"Eapp",49.7461350339611,0.879753567434018,0.34897618574148,2.52095588002596,0.0117036525554514,0.0566847924030349
"Ddx5",732.791338333375,0.254195914718498,0.100858231889051,2.52032888101911,0.0117245230138739,0.0567118388285166
"Btk",14.3972322243759,1.56215711195896,0.620006353053878,2.51958242728395,0.0117494127163189,0.0567582306999259
"Sidt2",14.2666687320782,1.53535425178135,0.609748906760115,2.51801066760318,0.0118019746550863,0.0569380051630301
"Cep83",93.4334663044351,-0.58615884710038,0.232986695200019,-2.5158468666941,0.0118746764528714,0.0572143501820168
"Hspd1",26.4594714074415,-1.15879522894225,0.46086685228646,-2.51438180722527,0.0119241263596722,0.0573780918215097
